"","HOUR_I_R","ALCHL_I","ALIGN_I","STRATUM_R","WRK_ZONE","WKDY_I_R","INT_HWY","LGTCON_I_R","MANCOL_I_R","PED_ACC_R","RELJCT_I_R","REL_RWY_R","PROFIL_I_R","SPD_LIM","SUR_COND","TRAF_CON_R","TRAF_WAY","VEH_INVL","WEATHER_R","INJURY"
"35865",1,2,1,0,0,1,0,1,0,1,1,1,0,25,1,1,1,1,1,1
"24252",1,2,2,0,0,1,0,1,2,0,1,1,0,45,1,2,3,2,1,1
"2610",0,2,1,0,1,1,1,3,2,0,0,1,0,45,2,0,2,2,2,0
"4043",0,1,1,1,0,1,0,3,0,0,1,0,1,25,1,0,1,1,1,0
"15840",1,2,1,0,0,1,1,1,2,0,0,1,0,55,2,0,2,2,2,0
"22559",1,2,2,0,0,1,0,1,2,0,1,1,1,35,1,0,1,2,1,1
"17458",1,2,2,1,0,1,0,1,2,0,0,1,0,55,2,0,1,2,2,1
"23861",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,3,2,1,1
"21140",1,2,1,1,1,0,0,1,2,0,1,1,1,40,1,1,1,2,1,0
"23944",1,2,1,1,0,1,0,1,0,0,0,0,0,35,1,0,3,1,1,1
"978",0,2,1,1,0,1,1,3,0,0,0,1,0,55,1,0,2,1,1,1
"41248",1,2,2,0,0,1,0,1,0,0,0,1,0,35,1,2,1,1,1,1
"12360",0,1,1,0,0,1,0,2,0,0,0,0,0,50,1,0,1,1,1,0
"2539",0,2,1,1,0,1,0,3,2,0,0,1,0,40,2,0,2,2,2,1
"23180",0,1,1,1,0,0,0,1,0,0,0,0,1,40,1,0,1,1,1,1
"5481",0,2,1,0,0,0,0,3,2,0,0,1,0,40,1,2,2,2,1,1
"19311",1,2,1,0,0,1,0,1,2,0,1,1,1,50,1,1,2,2,1,0
"14752",0,2,2,0,0,0,0,1,0,0,0,0,1,20,2,2,1,1,2,0
"15256",0,2,1,0,0,1,0,1,2,0,1,1,0,45,2,1,2,2,1,1
"1902",0,1,2,1,0,0,1,3,0,0,1,0,1,55,2,0,3,1,2,1
"23028",1,2,1,0,0,1,0,1,0,0,1,0,1,30,1,0,1,1,1,0
"4648",0,2,1,0,0,1,0,3,0,0,0,0,0,45,1,0,2,2,1,0
"16979",0,2,1,1,0,1,0,1,2,0,1,1,0,50,2,0,1,2,2,1
"26441",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,0,2,2,1,1
"37438",0,2,1,0,0,1,0,1,2,0,0,1,0,25,1,0,1,2,1,0
"32422",0,2,1,0,0,0,0,1,2,0,1,0,0,15,1,2,1,2,1,0
"19643",1,2,1,0,0,1,0,1,2,0,1,1,1,45,1,1,2,2,1,0
"28392",1,2,1,1,1,1,0,1,2,0,0,1,0,45,1,0,2,2,1,0
"18014",1,2,2,1,0,1,0,1,0,0,0,0,0,45,2,0,1,1,2,0
"8585",0,2,2,0,0,0,0,2,0,0,0,0,1,55,2,0,1,1,2,0
"29958",1,2,1,1,0,1,0,1,2,0,1,1,0,50,1,2,2,2,1,1
"4034",0,2,2,1,1,0,0,3,0,0,1,0,1,25,1,2,1,1,1,0
"7085",0,1,1,1,0,1,0,3,2,0,1,1,0,30,1,2,1,2,1,1
"1627",0,1,2,1,0,0,0,3,0,0,0,0,0,55,1,0,1,1,1,0
"36627",1,2,1,0,0,0,0,1,2,0,1,1,0,45,1,1,1,3,1,0
"13624",0,2,2,1,0,0,0,1,0,0,0,0,0,55,3,0,1,1,2,1
"41564",0,2,1,0,0,0,0,1,0,0,0,1,0,45,1,0,1,1,1,1
"3181",0,2,1,1,0,1,0,3,0,0,0,0,0,35,2,0,1,1,2,0
"36367",1,2,1,1,0,1,0,1,2,0,1,1,0,55,1,1,1,2,1,1
"13132",0,2,1,0,0,1,1,1,0,0,0,0,0,70,4,0,2,1,1,1
"37442",1,2,1,0,0,1,0,1,2,0,1,1,0,25,1,2,1,2,1,0
"15333",1,2,1,0,0,1,1,1,2,0,0,1,0,65,2,0,2,4,2,1
"32275",1,2,1,0,0,1,0,1,2,0,1,1,0,40,1,2,1,2,1,1
"21708",1,2,1,0,0,1,0,1,2,0,1,1,1,55,1,2,1,2,1,0
"24408",0,2,1,0,0,1,1,1,0,0,1,0,0,75,1,0,3,1,1,0
"34156",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,0
"9037",0,2,2,1,0,1,0,2,0,0,0,0,0,45,2,0,1,1,1,0
"5599",1,2,1,0,0,1,0,3,2,0,0,1,0,55,1,0,2,2,1,1
"5234",0,1,1,1,0,0,0,3,2,0,1,1,0,40,1,1,2,3,1,1
"25210",0,2,1,0,0,1,1,1,2,0,0,1,0,60,1,0,2,2,1,1
"6087",0,2,1,0,0,1,0,3,0,0,1,0,0,25,1,0,1,1,1,0
"40981",0,2,1,1,0,1,0,1,0,0,0,0,0,30,1,0,1,1,1,1
"41738",0,2,1,1,0,0,0,1,0,0,0,0,0,55,1,0,1,1,1,1
"39889",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,0,1,2,1,1
"37579",1,2,1,1,0,1,0,1,2,0,1,1,0,30,1,2,1,2,1,1
"31463",1,2,2,1,0,1,0,1,0,0,0,0,0,70,1,0,2,1,1,1
"23348",1,2,1,1,0,1,0,1,0,0,0,0,1,55,1,0,1,1,1,1
"1637",1,1,1,1,0,1,0,3,0,0,1,0,0,30,1,0,1,1,1,0
"11754",0,2,1,0,0,0,0,2,2,0,1,1,0,30,1,2,1,2,1,0
"28579",0,2,1,0,0,1,0,1,2,0,1,1,0,55,1,1,2,3,1,1
"5769",0,1,1,0,0,0,0,3,0,1,0,1,0,35,1,0,2,1,1,1
"21189",0,2,1,0,0,1,0,1,2,0,1,1,1,50,1,0,1,2,1,0
"26642",1,2,1,1,0,1,1,1,2,0,0,1,0,55,1,0,2,2,1,0
"29992",1,2,1,0,0,0,0,1,2,0,1,1,0,55,1,0,2,2,1,1
"37916",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,2,1,2,1,1
"18469",0,2,1,0,0,1,0,1,2,0,1,1,1,55,1,2,1,2,1,0
"41077",1,2,1,1,0,1,0,1,0,0,0,0,0,30,1,0,1,1,1,0
"18457",1,2,2,1,0,1,0,1,2,0,1,1,1,50,1,1,1,2,1,1
"32205",1,2,1,0,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,0
"34984",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,0
"36682",1,2,1,0,0,1,0,1,0,0,0,0,0,25,1,0,1,1,1,0
"2464",0,2,1,0,0,0,1,3,2,0,0,1,0,60,2,0,2,2,1,1
"4808",0,2,1,0,0,0,1,3,2,0,0,1,0,65,1,0,2,2,1,0
"4230",0,1,1,0,0,1,0,3,2,0,1,1,0,35,1,1,3,2,1,0
"7430",0,2,2,1,0,1,0,3,0,0,0,0,0,25,1,0,1,1,1,1
"9550",0,2,1,0,1,1,0,2,0,1,1,0,1,55,1,0,2,1,1,1
"41155",0,2,1,0,0,1,0,1,0,1,1,1,0,35,1,0,1,1,1,1
"34745",1,2,1,0,0,1,0,1,2,0,1,1,0,30,1,0,1,2,1,0
"24092",0,2,1,0,0,0,0,1,2,0,1,1,0,45,1,0,3,2,1,0
"6892",1,2,1,0,0,1,0,3,2,0,1,1,0,25,1,1,1,2,1,0
"32463",1,1,1,0,0,0,0,1,2,0,1,1,0,30,1,2,1,2,1,0
"29514",1,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,2,3,1,1
"1507",1,2,1,0,0,1,0,3,2,0,1,1,0,35,1,2,1,2,1,0
"3557",0,2,1,0,0,1,0,3,2,0,0,1,1,50,1,0,2,2,1,0
"22176",1,2,1,1,0,1,0,1,2,0,1,1,1,45,1,0,1,2,1,1
"30578",1,2,1,0,0,1,0,1,2,0,1,1,0,45,1,1,2,4,1,1
"25397",1,2,2,0,0,1,1,1,2,0,0,1,0,65,1,0,2,2,1,0
"29858",1,2,1,1,0,1,0,1,2,0,1,1,0,45,1,0,2,2,1,1
"19213",1,2,1,0,0,1,1,1,2,0,0,1,1,55,1,2,2,2,1,0
"33155",1,2,1,0,0,1,0,1,2,0,0,1,0,40,1,0,1,2,1,0
"37335",0,2,1,1,0,1,0,1,2,0,1,1,0,25,1,0,1,2,1,0
"23295",0,1,2,1,0,1,0,1,0,0,0,0,1,45,1,0,1,1,1,0
"26404",1,2,1,0,0,1,0,1,2,0,1,1,0,40,1,1,2,3,1,1
"36329",1,2,1,1,0,1,0,1,2,0,1,1,0,45,1,2,1,2,1,0
"3107",0,1,2,1,0,0,0,3,0,0,0,1,0,35,2,0,1,1,1,0
"32542",0,1,1,1,0,0,0,1,2,0,0,1,0,35,1,0,1,2,1,0
"21837",0,2,2,1,0,0,0,1,2,0,0,1,1,55,1,0,1,2,1,1
"38191",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,0
"14428",1,2,1,0,0,1,0,1,2,0,0,1,1,45,2,0,1,2,1,0
"38393",0,2,1,1,0,1,0,1,2,0,1,1,0,45,1,1,1,2,1,1
"33232",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,0
"17413",1,2,1,1,0,0,0,1,2,0,1,1,0,40,2,1,1,2,2,0
"36395",0,2,1,1,0,1,0,1,1,0,1,1,0,30,1,1,1,2,1,0
"2134",1,2,1,1,0,1,0,3,0,0,0,0,1,30,2,0,1,1,2,1
"33405",1,2,1,0,0,0,0,1,2,0,1,1,0,30,1,2,1,3,1,0
"18998",0,2,1,0,0,1,0,1,2,0,1,1,1,55,1,1,2,2,1,0
"18710",1,2,2,0,0,1,1,1,2,0,1,1,1,55,1,0,3,2,1,0
"3687",0,1,2,1,0,1,0,3,0,0,0,0,1,55,1,0,2,1,1,1
"31077",1,1,1,1,0,1,0,1,0,1,0,1,0,30,1,2,2,1,1,1
"27755",1,2,2,0,0,1,0,1,2,0,0,1,0,45,1,0,2,2,1,0
"2792",1,2,1,1,0,0,0,3,2,0,1,1,0,40,2,1,1,2,2,1
"5573",0,2,1,1,0,1,0,3,2,0,1,1,0,40,1,0,2,2,1,0
"26542",0,2,1,1,0,1,0,1,2,0,1,1,0,50,1,1,2,2,1,0
"16671",0,2,1,0,0,0,0,1,2,0,1,1,0,40,2,1,1,2,2,1
"5568",0,2,1,0,0,1,0,3,2,0,1,1,0,40,1,2,2,2,1,1
"16663",1,2,1,0,0,0,0,1,2,0,1,1,0,35,2,0,1,2,2,1
"16256",1,2,1,1,0,1,0,1,2,0,1,1,0,35,2,0,2,2,2,0
"18163",1,2,1,0,0,1,1,1,2,0,0,1,1,65,1,0,2,2,1,0
"34364",0,2,1,0,0,0,0,1,2,0,0,1,0,45,1,0,1,2,1,0
"32814",0,2,1,0,0,1,0,1,0,1,1,1,0,35,1,0,1,1,1,1
"14148",0,2,1,1,0,1,0,1,0,0,1,0,1,50,2,0,2,1,1,1
"42030",1,2,1,0,0,1,0,1,0,0,0,0,0,55,1,0,1,1,1,0
"7613",0,2,1,1,0,1,0,3,0,0,0,0,0,30,1,0,1,1,1,1
"37305",1,2,1,0,0,1,0,1,2,0,1,1,0,25,1,2,1,2,1,0
"37689",1,2,1,1,0,0,0,1,2,0,1,1,0,30,1,0,1,2,1,0
"10567",0,2,1,0,0,0,0,2,0,0,0,0,0,65,1,0,2,2,1,0
"33606",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,0
"26725",0,2,1,0,0,1,1,1,2,0,1,1,0,60,1,0,2,2,1,1
"2278",0,2,1,0,0,1,1,3,2,0,0,1,0,65,2,0,2,2,1,1
"40877",0,2,1,1,0,0,0,1,0,0,1,1,0,25,1,2,1,1,1,0
"15598",1,2,1,0,0,1,1,1,2,0,0,1,0,60,2,0,2,3,2,1
"23670",0,2,1,0,0,1,0,1,0,0,0,0,0,25,1,0,3,1,1,0
"2083",0,1,1,0,0,0,0,3,2,0,1,1,1,30,2,0,1,2,1,1
"29013",0,2,1,0,0,1,1,1,0,0,0,0,0,55,1,0,2,3,1,1
"35460",1,2,1,0,0,1,0,1,2,0,1,1,0,30,1,1,1,2,1,0
"21581",0,2,1,1,0,1,0,1,2,0,1,1,1,45,1,0,1,2,1,0
"33483",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,1
"38660",1,2,1,0,0,1,0,1,2,0,1,1,0,55,1,0,1,2,1,1
"39926",0,2,1,1,0,1,0,1,2,0,0,1,0,45,1,0,1,3,1,1
"18051",0,2,1,1,0,1,0,1,0,0,0,0,0,55,2,0,1,1,2,1
"39772",0,2,1,1,0,0,0,1,2,0,1,1,0,40,1,0,1,3,1,1
"21115",0,2,1,1,0,1,0,1,2,0,1,1,1,40,1,0,1,2,1,1
"39204",0,2,1,0,0,1,0,1,2,0,1,1,0,25,1,2,1,2,1,1
"41780",1,2,1,0,0,1,0,1,0,0,1,1,0,55,1,1,1,1,1,1
"27257",0,2,2,0,0,1,0,1,2,0,0,1,0,60,1,0,2,2,1,0
"24058",1,2,1,0,0,1,0,1,2,0,1,1,0,70,1,1,3,2,1,1
"4732",1,2,1,0,0,1,0,3,2,0,1,1,0,35,1,1,2,2,1,1
"16908",0,2,1,0,0,1,0,1,2,0,1,1,0,25,2,1,1,2,2,0
"3852",1,2,1,0,0,1,0,3,2,0,1,1,1,35,1,2,1,2,1,0
"37566",0,2,1,1,0,1,0,1,2,0,1,1,0,30,1,1,1,2,1,1
"31567",0,2,2,1,0,1,1,1,0,0,0,0,0,70,1,0,2,1,1,0
"42032",1,2,2,1,0,1,0,1,0,0,1,0,0,55,1,0,1,1,1,0
"29698",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,0,2,2,1,0
"34360",0,2,1,1,0,1,0,1,2,0,1,1,0,45,1,1,1,2,1,0
"22160",0,2,1,1,0,0,0,1,2,0,1,1,1,45,1,0,1,2,1,1
"17067",1,2,1,0,0,1,0,1,2,0,1,1,0,35,2,1,1,2,1,0
"26184",1,2,1,0,0,1,0,1,2,0,1,1,0,45,1,1,2,2,1,0
"34651",0,2,1,1,0,1,0,1,2,0,1,1,0,25,1,1,1,2,1,0
"20988",0,2,1,1,0,1,0,1,2,0,1,1,1,40,1,0,1,2,1,1
"19006",1,2,1,1,0,1,1,1,2,0,0,1,1,60,1,0,2,3,1,0
"25990",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,0,2,2,1,0
"14119",1,2,1,1,0,1,0,1,2,0,0,1,1,45,2,0,2,3,2,1
"21996",1,1,1,0,0,1,0,1,2,0,1,1,1,30,1,0,1,2,1,1
"27945",0,2,1,0,0,1,0,1,2,0,0,1,0,65,1,0,2,2,1,0
"26809",1,2,1,1,0,1,1,1,2,0,0,1,0,65,1,0,2,4,1,1
"15365",0,2,1,0,0,1,0,1,2,0,1,1,0,35,2,0,2,2,2,1
"25429",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,0,2,2,1,1
"11200",1,1,1,1,0,0,1,2,0,0,0,0,0,75,1,0,2,1,1,1
"24731",0,2,1,0,0,1,0,1,2,0,0,1,0,30,1,0,2,3,1,1
"12413",0,2,2,1,0,1,0,2,0,0,0,0,0,55,1,0,1,1,1,1
"8700",0,2,1,0,0,1,1,2,2,0,1,1,0,55,2,0,2,2,1,1
"5069",1,2,1,0,0,1,0,3,2,0,1,1,0,35,1,0,2,2,1,0
"26741",1,2,1,0,0,1,1,1,2,0,0,1,0,60,1,0,2,3,1,1
"14668",1,2,1,0,0,0,0,1,2,0,1,1,1,45,2,0,1,2,2,1
"35499",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,1
"9810",1,2,1,0,0,1,0,2,2,0,0,1,1,45,1,0,1,2,1,1
"22873",1,2,1,0,0,1,0,1,0,1,1,1,1,25,1,0,1,1,1,1
"4664",0,1,1,0,0,1,1,3,0,0,0,0,0,65,1,0,2,1,1,1
"30149",0,2,1,0,0,1,0,1,2,0,1,1,0,30,1,1,2,2,1,0
"31381",0,2,2,1,0,0,0,1,0,0,0,0,0,65,1,0,2,2,1,1
"18453",0,2,1,1,0,1,0,1,2,0,1,1,1,45,1,2,1,2,1,0
"7870",0,2,1,0,0,0,0,3,0,0,0,0,0,55,1,0,1,1,1,0
"34720",0,2,2,1,0,0,0,1,2,0,1,1,0,30,1,1,1,2,1,1
"34748",1,2,1,1,0,1,0,1,2,0,1,1,0,30,1,0,1,2,1,0
"24521",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,2,2,1,1
"20489",0,2,2,0,0,1,1,1,0,0,0,0,1,45,1,2,2,1,1,0
"38302",1,2,1,1,0,1,0,1,2,0,1,1,0,40,1,0,1,2,1,0
"16946",1,2,1,0,0,0,0,1,2,0,0,1,0,35,2,0,1,2,2,0
"13584",0,2,1,0,0,0,0,1,2,0,0,1,0,55,3,0,1,2,1,0
"32162",1,2,1,0,0,1,0,1,2,0,1,1,0,35,1,2,1,2,1,1
"12999",1,2,1,1,0,1,0,1,0,0,1,0,1,55,4,0,1,1,1,1
"26238",0,2,1,0,0,1,1,1,2,0,0,1,0,55,1,0,2,2,1,1
"35852",1,2,2,0,0,1,0,1,0,1,0,1,0,20,1,2,1,1,1,1
"1812",1,2,1,0,0,1,0,3,0,0,0,0,0,70,3,0,2,1,2,0
"28775",1,2,1,0,0,1,0,1,2,0,0,1,0,60,1,0,2,2,1,0
"14956",1,2,1,0,0,1,0,1,0,0,0,0,0,45,2,0,3,1,2,0
"34976",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,2,1,2,1,0
"36614",0,2,2,0,0,1,0,1,2,0,1,1,0,45,1,2,1,2,1,1
"4293",0,1,2,1,0,1,1,3,0,0,1,0,0,50,1,0,3,1,1,0
"40947",1,2,1,0,0,1,0,1,0,0,1,0,0,30,1,2,1,1,1,1
"13281",1,2,1,1,0,1,0,1,0,0,0,0,0,55,4,0,1,1,1,1
"31553",0,2,1,0,0,1,1,1,0,0,0,1,0,70,1,0,2,2,1,0
"40221",1,2,1,0,0,1,0,1,2,0,1,1,0,55,1,0,1,2,1,1
"34264",0,2,1,0,0,0,0,1,2,0,1,1,0,40,1,1,1,2,1,0
"40580",1,2,1,0,0,0,0,1,0,1,0,1,0,25,1,0,1,1,1,1
"36768",0,2,2,0,0,1,0,1,2,0,0,1,0,30,1,0,1,2,1,0
"12425",0,2,2,0,0,1,0,2,0,0,0,0,0,55,1,0,1,1,1,1
"3749",1,2,1,0,0,1,0,3,0,1,0,1,1,30,1,0,1,1,1,1
"39542",1,2,1,0,0,1,0,1,2,0,0,1,0,35,1,0,1,5,1,1
"31815",0,2,2,0,1,1,1,1,2,0,0,1,0,55,1,0,2,2,1,0
"17376",0,2,1,1,0,1,0,1,2,0,1,1,0,35,2,2,1,2,2,1
"2684",0,2,1,1,0,0,0,3,2,0,1,1,0,25,9,1,1,3,1,1
"21109",0,2,1,1,0,1,0,1,2,0,1,1,1,40,1,1,1,2,1,1
"32363",0,2,2,0,0,1,0,1,2,0,1,1,0,50,1,1,1,2,1,0
"7444",0,2,1,1,0,0,0,3,0,0,0,0,0,25,1,0,1,1,1,1
"3620",1,2,1,1,0,1,0,3,2,0,1,1,1,40,1,2,2,2,1,1
"37976",0,2,2,1,0,0,0,1,2,0,1,1,0,35,1,0,1,2,1,1
"9763",1,1,1,1,0,1,0,2,2,0,1,1,1,30,1,0,1,2,1,1
"14861",0,2,2,1,0,0,0,1,0,0,0,0,1,55,2,0,1,1,2,1
"31594",0,2,1,1,0,1,1,1,0,0,0,0,0,70,1,0,2,1,1,0
"36399",1,2,1,1,0,1,0,1,1,0,1,1,0,35,1,0,1,2,1,1
"1443",1,1,1,0,0,1,0,3,0,0,1,0,0,35,1,0,1,1,1,1
"26652",0,2,2,0,0,1,1,1,2,0,0,1,0,55,1,0,2,2,1,0
"18702",1,1,2,1,0,1,1,1,0,0,1,0,1,65,1,0,3,1,1,1
"36127",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,1
"30252",1,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,2,3,1,1
"38261",1,2,1,1,0,1,0,1,2,0,1,1,0,40,1,2,1,2,1,1
"15539",0,2,1,0,0,1,0,1,2,0,1,1,0,35,2,2,2,2,2,1
"5849",0,1,2,1,0,0,0,3,0,0,0,0,0,55,1,0,2,1,1,1
"15789",0,2,1,1,0,1,1,1,0,0,0,0,0,55,2,0,2,1,2,0
"40156",1,2,1,1,0,1,0,1,2,0,1,1,0,55,1,0,1,2,1,1
"843",1,2,1,1,0,0,1,3,2,0,0,1,0,60,1,0,2,4,1,0
"4609",0,2,1,1,0,1,1,3,2,0,0,1,0,60,1,0,2,2,1,1
"41122",1,2,2,0,0,0,0,1,0,0,0,0,0,30,1,0,1,1,1,0
"28688",0,2,1,0,0,1,1,1,2,0,0,1,0,55,1,0,2,3,1,0
"35413",1,2,1,1,0,1,0,1,2,0,1,1,0,25,1,0,1,2,1,0
"20676",0,2,1,0,0,1,1,1,0,0,0,0,1,70,1,0,2,1,1,0
"18247",0,2,1,0,0,1,1,1,2,0,0,1,1,70,1,0,2,2,1,1
"2619",0,2,1,0,0,0,0,3,0,0,0,0,0,25,2,0,2,1,1,0
"22629",0,2,1,1,0,1,0,1,2,0,0,1,1,40,1,0,1,3,1,0
"12205",1,2,1,1,0,0,0,2,0,0,0,1,0,45,1,0,1,1,1,1
"22642",0,2,1,0,0,1,0,1,2,0,1,1,1,45,1,2,1,2,1,1
"40595",0,2,1,1,0,1,0,1,0,0,1,0,0,25,1,0,1,1,1,1
"36545",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,2,1,2,1,0
"26775",1,2,1,0,0,0,0,1,2,0,0,1,0,65,1,0,2,2,1,1
"308",1,2,1,0,0,1,0,3,2,0,1,1,0,45,2,1,1,2,2,0
"28410",1,2,1,0,0,1,0,1,2,0,1,1,0,45,1,1,2,4,1,0
"12359",1,2,1,0,0,1,0,2,0,0,0,1,0,50,1,0,1,1,1,0
"23492",0,2,2,1,0,0,0,1,0,0,0,0,1,55,1,0,1,1,1,0
"29597",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,0,2,2,1,1
"3503",1,2,2,0,0,0,1,3,0,0,0,0,1,60,1,0,2,2,1,0
"24586",1,2,1,0,0,1,0,1,2,0,1,1,0,40,1,2,2,2,1,1
"33888",0,2,1,1,0,1,0,1,2,0,1,1,0,45,1,2,1,2,1,1
"16876",0,2,1,1,0,1,0,1,2,0,1,1,0,35,2,0,1,2,1,1
"28288",0,2,1,1,0,1,0,1,2,0,0,1,0,45,1,0,2,2,1,1
"31067",0,2,1,0,0,1,0,1,0,1,1,1,0,30,1,1,2,1,1,1
"12269",0,2,2,0,0,1,0,2,0,0,0,0,0,45,1,0,1,1,1,0
"19425",1,2,1,1,0,1,1,1,2,0,1,1,1,60,1,0,2,2,1,0
"286",1,2,1,1,0,1,1,3,0,0,1,0,0,65,2,0,2,1,2,1
"12529",0,2,1,1,0,0,0,2,0,0,0,1,0,55,1,0,1,1,1,1
"21975",0,2,1,1,0,1,0,1,2,0,1,1,1,30,1,0,1,2,1,1
"11228",0,2,2,1,0,1,1,2,0,0,0,0,0,75,1,0,2,1,1,0
"7635",0,1,2,1,0,1,0,3,0,0,1,0,0,30,1,0,1,1,1,1
"23221",0,2,1,0,0,0,0,1,0,1,0,1,1,45,1,0,1,1,1,1
"37063",1,2,1,0,0,1,0,1,2,0,1,1,0,25,1,2,1,2,1,1
"354",1,2,1,0,0,1,0,3,2,0,1,1,0,35,2,2,1,2,2,1
"20786",1,2,1,0,0,1,0,1,2,0,1,1,1,30,1,2,1,2,1,0
"21866",0,2,2,1,0,1,0,1,2,0,0,1,1,25,1,0,1,2,1,0
"31486",1,2,1,0,0,1,1,1,0,0,0,0,0,70,1,0,2,1,1,1
"10875",0,2,1,0,1,1,1,2,2,0,0,1,0,55,1,0,2,2,1,1
"39944",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,1,1,2,1,0
"8241",1,2,1,1,0,1,1,2,0,0,0,0,0,70,3,0,2,1,1,0
"998",1,2,1,0,0,1,0,3,2,0,1,1,0,45,1,2,2,2,1,0
"3596",0,2,2,1,0,1,1,3,0,0,0,1,1,55,1,2,2,1,1,1
"14141",0,2,1,0,0,1,0,1,2,0,0,1,1,70,2,0,2,2,2,0
"31678",0,2,1,1,0,1,1,1,0,0,0,0,0,75,1,0,2,1,1,1
"22614",1,2,1,0,0,1,0,1,2,0,0,1,1,40,1,0,1,2,1,0
"17022",1,2,1,1,0,1,0,1,2,0,1,1,0,55,2,1,1,2,1,1
"25725",0,2,1,1,0,1,0,1,2,0,1,1,0,45,1,1,2,2,1,1
"39227",0,2,1,1,0,0,0,1,2,0,0,1,0,25,1,0,1,2,1,0
"33169",1,2,1,0,0,1,0,1,2,0,1,1,0,45,1,0,1,2,1,1
"37931",1,2,1,0,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,1
"22980",0,2,1,0,0,1,0,1,0,1,1,1,1,30,1,0,1,1,1,1
"41441",1,2,1,1,0,0,0,1,0,0,0,0,0,40,1,0,1,1,1,1
"40738",0,2,1,0,0,1,0,1,0,0,0,0,0,25,1,0,1,1,1,0
"3696",0,2,1,1,0,1,0,3,0,0,0,0,1,65,1,0,2,1,1,0
"28081",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,2,2,1,0
"17092",1,2,1,0,0,1,0,1,2,0,1,1,0,45,2,1,1,2,2,1
"4044",0,1,1,1,0,1,0,3,0,0,1,0,1,25,1,0,1,1,1,0
"9430",0,2,1,1,0,1,0,2,2,0,1,1,1,55,1,2,2,2,1,1
"12796",0,1,1,1,0,0,0,2,0,0,0,0,0,55,1,0,1,1,1,0
"13462",0,2,1,0,0,1,1,1,2,0,0,1,0,65,3,0,2,2,2,1
"36660",0,2,1,1,0,1,0,1,2,0,1,1,0,55,1,1,1,3,1,1
"39348",0,2,1,0,0,1,0,1,2,0,1,1,0,30,1,1,1,2,1,0
"4611",0,2,1,0,0,1,1,3,2,0,0,1,0,60,1,0,2,4,1,1
"16273",1,2,1,0,1,1,1,1,0,0,0,1,0,55,2,2,2,1,2,0
"25538",1,2,1,1,0,1,1,1,2,0,0,1,0,60,1,0,2,2,1,0
"27510",0,2,1,0,0,1,0,1,2,0,1,1,0,40,1,2,2,2,1,1
"21057",1,1,1,1,1,1,0,1,2,0,1,1,1,30,1,0,1,2,1,1
"27036",0,2,1,0,0,0,1,1,0,0,0,1,0,65,1,0,2,2,1,0
"35957",1,2,1,0,0,0,0,1,0,0,1,0,0,35,1,1,1,1,1,0
"35370",0,2,1,0,0,0,0,1,1,0,1,1,0,30,1,2,1,2,1,0
"24688",1,2,1,0,0,1,0,1,2,0,1,1,0,55,1,2,2,2,1,1
"6814",1,2,1,1,0,0,0,3,0,0,1,0,0,30,1,0,1,1,1,0
"7448",0,2,1,1,0,0,0,3,0,0,0,0,0,25,1,0,1,1,1,1
"20449",0,2,1,0,0,1,0,1,0,0,0,1,1,30,1,0,2,1,1,1
"31298",0,1,1,0,0,0,0,1,0,0,0,1,0,55,1,0,2,1,1,1
"39679",1,2,1,0,0,1,0,1,2,0,0,1,0,35,1,0,1,2,1,0
"2016",1,2,1,0,1,1,0,3,2,0,1,1,1,45,2,1,2,2,2,0
"23046",0,2,1,1,0,1,0,1,0,0,1,0,1,30,1,0,1,1,1,0
"4878",1,2,1,0,0,1,1,3,2,0,0,1,0,60,1,0,2,2,1,0
"14368",0,2,1,1,0,0,0,1,2,0,1,1,1,35,2,1,1,2,2,1
"21324",0,2,1,0,0,1,0,1,2,0,0,1,1,45,1,0,1,3,1,0
"39356",1,2,1,0,0,1,0,1,2,0,1,1,0,30,1,1,1,2,1,0
